5b46e9007b0add1d73a11d2f4414efe35b017acb.flv,f8b09ea589093ea7fc20cb530963fe610e90fd12.flv	(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(25, 25)(26, 26)(28, 28)(32, 32)(33, 33)(34, 34)(35, 35)(39, 38)(40, 39)(43, 42)(46, 45)(51, 51)(52, 52)(53, 53)(57, 56)(59, 58)(60, 59)(61, 61)(63, 62)(65, 64)(66, 65)(68, 67)(69, 69)(78, 77)(79, 78)
5b90735d0a44043685ced4a784dfd3fc8489317a.mp4,5b90735d0a44043685ced4a784dfd3fc8489317a.mp4	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 39)(40, 40)(41, 41)(42, 42)(43, 43)(44, 44)(45, 45)(46, 46)(47, 47)(48, 48)(49, 49)(50, 50)(51, 51)(52, 52)(53, 53)(54, 54)(55, 55)(56, 56)(57, 57)(58, 58)(59, 59)(60, 60)(61, 61)(62, 62)(63, 63)(64, 64)(65, 65)(66, 66)(67, 67)(68, 68)(69, 69)(70, 70)(71, 71)(72, 72)(73, 73)(74, 74)(75, 75)(76, 76)(77, 77)(78, 78)(79, 79)(80, 80)(81, 81)(82, 82)(83, 83)(84, 84)(85, 85)(86, 86)(87, 87)(88, 88)(89, 89)(90, 90)(91, 91)(92, 92)(93, 93)(94, 94)(95, 95)(96, 96)(97, 97)(98, 98)(99, 99)(100, 100)(101, 101)(102, 102)(103, 103)(104, 104)(105, 105)(106, 106)(107, 107)(108, 108)(109, 109)(110, 110)(111, 111)(112, 112)(113, 113)(114, 114)(115, 115)(116, 116)(117, 117)(118, 118)(119, 119)
5b90735d0a44043685ced4a784dfd3fc8489317a.mp4,ef831f0fe7c633be5ed9edd29dd28d6066ea6d88.flv	(0, 1)(1, 2)(4, 6)
5b90735d0a44043685ced4a784dfd3fc8489317a.mp4,ef831f0fe7c633be5ed9edd29dd28d6066ea6d88.flv	
5b90735d0a44043685ced4a784dfd3fc8489317a.mp4,f8b09ea589093ea7fc20cb530963fe610e90fd12.flv	(0, 0)(1, 1)(2, 2)(4, 3)(12, 5)(13, 5)(14, 6)(14, 7)(16, 8)(19, 11)(25, 13)(26, 15)(27, 16)(38, 20)(53, 25)(54, 26)(57, 29)(58, 30)(64, 33)(73, 37)(74, 38)(74, 39)(81, 48)(82, 49)(85, 50)(104, 57)(105, 58)(106, 59)(107, 60)(112, 62)(115, 65)(116, 67)
60c5b3896a5a75b43ee11719952ebb2a18a20d56.flv,60c5b3896a5a75b43ee11719952ebb2a18a20d56.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 39)(40, 40)(41, 41)(42, 42)(43, 43)(44, 44)(45, 45)(46, 46)(47, 47)(48, 48)(49, 49)(50, 50)(51, 51)(52, 52)(53, 53)(54, 54)(55, 55)(56, 56)(57, 57)(58, 58)(59, 59)(60, 60)(61, 61)(62, 62)(63, 63)(64, 64)(65, 65)(66, 66)(67, 67)(68, 68)(69, 69)(70, 70)(71, 71)
60c5b3896a5a75b43ee11719952ebb2a18a20d56.flv,6834f12ea580a4e7309bd8541fb6fbe4daeeda0f.flv	(0, 0)(1, 2)(2, 3)(3, 4)(4, 5)(5, 6)(6, 7)(7, 8)(8, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(14, 15)(15, 16)(16, 17)(17, 18)(18, 19)(19, 20)(20, 21)(21, 22)(22, 23)(23, 24)(24, 25)(25, 26)(26, 27)(27, 28)(28, 30)(29, 31)(30, 32)(31, 33)(33, 34)(34, 35)(35, 36)(36, 37)(37, 38)(38, 39)(39, 40)(40, 41)(41, 42)(42, 43)(43, 44)(44, 46)(46, 48)(47, 49)(48, 50)(49, 52)(51, 53)(52, 54)(53, 55)(54, 56)(55, 57)(56, 58)(57, 59)(58, 60)(59, 61)(60, 62)(61, 63)(62, 64)(63, 65)(67, 67)(68, 68)(69, 69)(70, 70)(71, 71)
621e548a6730fef0d8e3ff041c751881a9432af4.flv,621e548a6730fef0d8e3ff041c751881a9432af4.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 39)(40, 40)(41, 41)(42, 42)(43, 43)(44, 44)(45, 45)(46, 46)(47, 47)(48, 48)(49, 49)(50, 50)(51, 51)(52, 52)(53, 53)(54, 54)(55, 55)
621e548a6730fef0d8e3ff041c751881a9432af4.flv,875ea06d092a04ffd4e875e1f311e6aa2eb9ff87.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(15, 15)(16, 16)(16, 17)(17, 18)(18, 19)(19, 20)(20, 21)(21, 22)(23, 27)(24, 28)(25, 29)(27, 39)(29, 43)(30, 45)(31, 46)(32, 47)(33, 48)(34, 49)(35, 50)(36, 51)(37, 52)(38, 53)(40, 60)(41, 61)(42, 62)(43, 63)(45, 71)(46, 72)(47, 74)(48, 75)(49, 76)(50, 77)(51, 81)(52, 83)(53, 84)(54, 85)(55, 86)
621e548a6730fef0d8e3ff041c751881a9432af4.flv,f13e7eb9b90b57b1613daa44c15a50fdef456176.flv	(0, 1)(1, 2)(2, 3)(3, 4)(4, 5)(5, 6)(6, 7)(7, 8)(8, 9)(9, 10)(10, 11)(11, 12)(12, 13)(13, 14)(14, 15)(15, 16)(16, 17)(17, 18)(18, 19)(19, 20)(20, 21)(21, 22)(22, 23)(23, 24)(24, 25)(25, 26)(26, 27)(27, 28)(28, 29)(29, 30)(30, 31)(33, 32)(34, 33)(35, 34)(36, 35)(37, 36)(38, 37)(39, 38)(40, 40)(41, 41)(42, 42)(43, 43)(44, 44)(45, 45)(47, 46)(48, 47)(49, 48)(50, 49)(51, 50)(52, 51)(53, 52)(54, 53)(55, 54)
621e548a6730fef0d8e3ff041c751881a9432af4.flv,f8b09ea589093ea7fc20cb530963fe610e90fd12.flv	(1, 3)(8, 5)(9, 7)(13, 9)(14, 10)(15, 11)(19, 14)(20, 15)(27, 22)(29, 30)(30, 32)(31, 34)(33, 35)(34, 37)(35, 39)(36, 40)(37, 41)(38, 42)(40, 51)(44, 60)(49, 75)(50, 76)
6834f12ea580a4e7309bd8541fb6fbe4daeeda0f.flv,6834f12ea580a4e7309bd8541fb6fbe4daeeda0f.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 39)(40, 40)(41, 41)(42, 42)(43, 43)(44, 44)(45, 45)(46, 46)(47, 47)(48, 48)(49, 49)(50, 50)(51, 51)(52, 52)(53, 53)(54, 54)(55, 55)(56, 56)(57, 57)(58, 58)(59, 59)(60, 60)(61, 61)(62, 62)(63, 63)(64, 64)(65, 65)(66, 66)(67, 67)(68, 68)(69, 69)(70, 70)(71, 71)
6834f12ea580a4e7309bd8541fb6fbe4daeeda0f.flv,f8b09ea589093ea7fc20cb530963fe610e90fd12.flv	(0, 3)(5, 5)(7, 8)(10, 12)(11, 15)(27, 20)(34, 28)(36, 32)(37, 33)(41, 44)(42, 45)(43, 46)(47, 48)(60, 57)(61, 58)
875ea06d092a04ffd4e875e1f311e6aa2eb9ff87.flv,875ea06d092a04ffd4e875e1f311e6aa2eb9ff87.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 39)(40, 40)(41, 41)(42, 42)(43, 43)(44, 44)(45, 45)(46, 46)(47, 47)(48, 48)(49, 49)(50, 50)(51, 51)(52, 52)(53, 53)(54, 54)(55, 55)(56, 56)(57, 57)(58, 58)(59, 59)(60, 60)(61, 61)(62, 62)(63, 63)(64, 64)(65, 65)(66, 66)(67, 67)(68, 68)(69, 69)(70, 70)(71, 71)(72, 72)(73, 73)(74, 74)(75, 75)(76, 76)(77, 77)(78, 78)(79, 79)(80, 80)(81, 81)(82, 82)(83, 83)(84, 84)(85, 85)(86, 86)
875ea06d092a04ffd4e875e1f311e6aa2eb9ff87.flv,f13e7eb9b90b57b1613daa44c15a50fdef456176.flv	(0, 1)(1, 2)(2, 3)(3, 4)(4, 5)(5, 6)(6, 7)(7, 8)(8, 9)(9, 10)(10, 11)(11, 12)(12, 13)(13, 14)(15, 16)(16, 17)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(27, 24)(28, 25)(29, 26)(39, 28)(43, 30)(45, 31)(48, 32)(49, 33)(50, 34)(51, 35)(52, 36)(53, 37)(57, 39)(60, 40)(61, 41)(62, 42)(63, 43)(71, 45)(74, 46)(75, 47)(76, 48)(77, 49)(81, 50)(83, 51)(84, 52)(85, 53)(86, 54)
875ea06d092a04ffd4e875e1f311e6aa2eb9ff87.flv,f8b09ea589093ea7fc20cb530963fe610e90fd12.flv	(1, 3)(8, 5)(9, 7)(13, 9)(14, 10)(15, 11)(20, 14)(21, 15)(23, 16)(32, 19)(39, 22)(40, 25)(41, 26)(42, 28)(43, 30)(44, 32)(45, 33)(46, 34)(48, 35)(49, 37)(50, 39)(51, 40)(52, 41)(53, 42)(54, 44)(55, 45)(56, 46)(57, 48)(58, 49)(59, 50)(60, 51)(62, 55)(65, 60)(72, 72)(76, 75)(77, 76)(78, 77)(80, 78)(82, 84)
ef831f0fe7c633be5ed9edd29dd28d6066ea6d88.flv,ef831f0fe7c633be5ed9edd29dd28d6066ea6d88.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)
ef831f0fe7c633be5ed9edd29dd28d6066ea6d88.flv,f8b09ea589093ea7fc20cb530963fe610e90fd12.flv	(1, 1)(2, 1)
f13e7eb9b90b57b1613daa44c15a50fdef456176.flv,f13e7eb9b90b57b1613daa44c15a50fdef456176.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 39)(40, 40)(41, 41)(42, 42)(43, 43)(44, 44)(45, 45)(46, 46)(47, 47)(48, 48)(49, 49)(50, 50)(51, 51)(52, 52)(53, 53)(54, 54)
f13e7eb9b90b57b1613daa44c15a50fdef456176.flv,f8b09ea589093ea7fc20cb530963fe610e90fd12.flv	(0, 0)(1, 2)(2, 3)(9, 5)(10, 7)(14, 9)(15, 10)(16, 11)(20, 14)(21, 15)(28, 22)(30, 30)(31, 32)(32, 35)(33, 37)(34, 39)(35, 40)(36, 41)(37, 42)(40, 51)(44, 60)(48, 75)(49, 76)
f8b09ea589093ea7fc20cb530963fe610e90fd12.flv,f8b09ea589093ea7fc20cb530963fe610e90fd12.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)(16, 16)(17, 17)(18, 18)(19, 19)(20, 20)(21, 21)(22, 22)(23, 23)(24, 24)(25, 25)(26, 26)(27, 27)(28, 28)(29, 29)(30, 30)(31, 31)(32, 32)(33, 33)(34, 34)(35, 35)(36, 36)(37, 37)(38, 38)(39, 39)(40, 40)(41, 41)(42, 42)(43, 43)(44, 44)(45, 45)(46, 46)(47, 47)(48, 48)(49, 49)(50, 50)(51, 51)(52, 52)(53, 53)(54, 54)(55, 55)(56, 56)(57, 57)(58, 58)(59, 59)(60, 60)(61, 61)(62, 62)(63, 63)(64, 64)(65, 65)(66, 66)(67, 67)(68, 68)(69, 69)(70, 70)(71, 71)(72, 72)(73, 73)(74, 74)(75, 75)(76, 76)(77, 77)(78, 78)(79, 79)(80, 80)(81, 81)(82, 82)(83, 83)(84, 84)
